player_id,player_name,team,season,proj_targets,proj_rec_yards,proj_rec_td,proj_carries,proj_rush_yards,proj_rush_td,target_share,carry_share
00-0026035,D.Amendola,DET,2020,6.132606290501027,38.58333069140275,0.0,0.0,0.0,0.0,0.06451612903225806,0.0
00-0026035,D.Amendola,HOU,2021,4.062216648086213,14.484341235832405,0.012694427025269418,0.0,0.0,0.0,0.28125,0.0
00-0026143,M.Ryan,ATL,2019,0.0,0.0,0.0,3.7691615226337447,14.555058304795839,0.001226940599815672,0.0,0.06666666666666667
00-0026143,M.Ryan,ATL,2020,0.0,0.0,0.0,1.0602749907097735,4.679994962350389,0.0032374281942896075,0.0,0.11538461538461539
00-0026143,M.Ryan,ATL,2021,0.0,0.0,0.0,3.7136583223539743,10.061757238513989,0.0027562307861220903,0.0,0.08333333333333333
00-0026143,M.Ryan,IND,2022,0.0,0.0,0.0,2.6861538461538466,4.754632211538463,0.04204984975961539,0.0,0.06976744186046512
00-0026158,J.Flacco,DEN,2019,0.0,0.0,0.0,2.094212962962963,5.080647907021605,0.032394856770833334,0.0,0.03571428571428571
00-0026158,J.Flacco,NYJ,2020,0.0,0.0,0.0,1.4227994227994227,4.624098124098124,0.026677489177489175,0.0,0.041666666666666664
00-0026158,J.Flacco,NYJ,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
00-0026158,J.Flacco,NYJ,2022,0.0,0.0,0.0,0.6888888888888889,2.4283333333333337,0.0155,0.0,0.0
00-0026158,J.Flacco,CLE,2023,0.0,0.0,0.0,1.6352733686067016,1.6301631393298055,0.0030661375661375652,0.0,0.15
00-0026158,J.Flacco,IND,2024,0.0,0.0,0.0,1.1146553251816411,2.0354070677535594,0.008359914938862309,0.0,0.0
00-0026189,D.Jackson,PHI,2019,9.0,154.0,2.0,0.0,0.0,0.0,0.02564102564102564,0.0
00-0026189,D.Jackson,PHI,2020,6.053215077605322,35.09543606799705,0.0,0.37606837606837606,3.046153846153846,0.005641025641025641,0.029411764705882353,0.0
00-0026189,D.Jackson,LV,2021,3.8965277777777776,20.067165620591904,0.016533606635199653,0.0,0.0,0.0,0.04081632653061224,0.0
00-0026189,D.Jackson,BAL,2022,2.3707983193277307,13.879048494397757,0.0,0.0,0.0,0.0,0.1,0.0
00-0026197,C.Henne,KC,2020,0.0,0.0,0.0,2.2909387997623294,-0.2863673499702912,0.1431836749851456,0.0,0.08333333333333333
00-0026197,C.Henne,KC,2021,0.0,0.0,0.0,1.9411965811965814,0.8088319088319089,0.0,0.0,0.05714285714285714
00-0026197,C.Henne,KC,2022,0.0,0.0,0.0,2.625,-2.625,0.0,0.0,0.03333333333333333
00-0026293,M.Slater,NE,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0026300,J.Johnson,BAL,2021,0.0,0.0,0.0,1.7354497354497354,7.419047619047619,0.039047619047619046,0.0,0.3125
00-0026300,J.Johnson,SF,2022,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.08333333333333333
00-0026300,J.Johnson,BAL,2024,0.0,0.0,0.0,1.3254269449715372,0.9498893105629351,0.00994070208728653,0.0,0.0
00-0026498,M.Stafford,DET,2019,0.0,0.0,0.0,1.661111111111111,2.3476171874999996,0.012458333333333332,0.0,0.15789473684210525
00-0026498,M.Stafford,DET,2020,0.0,0.0,0.0,0.8913580246913579,4.049509578751929,0.013683738425925924,0.0,0.09090909090909091
00-0026498,M.Stafford,LA,2021,0.0,0.0,0.0,4.997028970894669,9.596744538881753,0.42639239922748473,0.025,0.13043478260869565
00-0026498,M.Stafford,LA,2022,0.0,0.0,0.0,2.035303776683087,-0.2999952962506842,0.25870619098932673,0.0,0.03333333333333333
00-0026498,M.Stafford,LA,2023,0.0,0.0,0.0,1.0401651651651653,-1.3335041427994159,1.5236794411599101e-05,0.0,0.0
00-0026498,M.Stafford,LA,2024,0.0,0.0,0.0,3.8367546432062563,3.0357134617979193,0.0036180334007285555,0.0,0.09523809523809523
00-0026544,C.Daniel,CHI,2019,0.0,0.0,0.0,2.6292335115864525,3.680926916221033,0.0,0.0,0.0
00-0026544,C.Daniel,DET,2020,0.0,0.0,0.0,0.5679012345679012,4.42962962962963,0.004259259259259259,0.0,0.0
00-0026544,C.Daniel,LAC,2021,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.05405405405405406
00-0026544,C.Daniel,LAC,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
00-0026625,B.Hoyer,IND,2019,0.0,0.0,0.0,1.6607066836951896,1.6607066836951896,0.0,0.0,0.09375
00-0026625,B.Hoyer,NE,2020,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.02857142857142857
00-0026625,B.Hoyer,NE,2021,0.0,0.0,0.0,1.9121208312384785,-1.9121208312384785,0.0,0.0,0.05555555555555555
00-0026625,B.Hoyer,NE,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0026625,B.Hoyer,LV,2023,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0
00-0026986,M.Crabtree,ARI,2019,3.0,13.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0
00-0027029,L.McCoy,KC,2019,4.08915004748338,13.352965072047372,0.0013311035310818293,7.659287640130551,25.13159828091776,0.5229298787292943,0.0,0.24
00-0027029,L.McCoy,TB,2020,1.5564255822653756,11.358200975341372,0.0,2.3536019536019537,10.444108669108669,0.038613782051282054,0.024390243902439025,0.0
00-0027061,J.Cook,NO,2019,3.319618823067098,68.93735195086083,1.4744856393473487,0.0,0.0,0.0,0.15151515151515152,0.0
00-0027061,J.Cook,NO,2020,5.267058930852035,43.98199798667238,0.3218967449907319,0.0,0.0,0.0,0.2,0.0
00-0027061,J.Cook,LAC,2021,5.643820290879114,36.881977824459014,0.17735358824226014,0.0,0.0,0.0,0.109375,0.0
00-0027114,T.Morstead,NYJ,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027150,J.Edelman,NE,2019,6.007012862616312,36.630966113591015,0.05068468950767476,0.0,0.0,0.0,0.14285714285714285,0.09090909090909091
00-0027150,J.Edelman,NE,2020,6.079365079365079,25.10863309970453,0.0,0.28654970760233917,1.3539473684210523,0.006984649122807017,0.13636363636363635,0.0
00-0027539,A.Levine,BAL,2019,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.022727272727272728
00-0027647,D.McCourty,NE,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027656,R.Gronkowski,TB,2020,2.4309612414875574,40.64687684367548,0.08645882406159336,0.0,0.0,0.0,0.2413793103448276,0.0
00-0027656,R.Gronkowski,TB,2021,8.663384652106457,73.5519314518948,0.7402441988508441,0.0,0.0,0.0,0.20754716981132076,0.0
00-0027685,E.Sanders,SF,2019,2.228956228956229,13.42798445536347,0.00410134878925569,0.0,0.0,0.0,0.16129032258064516,0.0
00-0027685,E.Sanders,NO,2020,7.338533114395185,38.503780864348464,0.18869352113833698,0.2716049382716049,1.4055555555555557,0.007129629629629629,0.2571428571428571,0.0
00-0027685,E.Sanders,BUF,2021,3.075900086132644,34.254701983994806,0.5133759347859245,0.0,0.0,0.0,0.02702702702702703,0.0
00-0027688,C.McCoy,WAS,2019,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.1
00-0027688,C.McCoy,NYG,2020,0.0,0.0,0.0,1.8356374807987712,4.956221198156682,0.027534562211981566,0.0,0.09523809523809523
00-0027688,C.McCoy,ARI,2021,0.0,0.0,0.0,4.204454804454805,6.58823051948052,0.0,0.0,0.047619047619047616
00-0027688,C.McCoy,ARI,2022,0.0,0.0,0.0,4.048951048951049,12.754195804195804,0.0,0.0,0.1
00-0027691,A.Roberts,BUF,2019,1.2082051282051283,3.448418803418804,0.006041025641025642,0.28806584362139914,1.3106995884773662,0.0075617283950617275,0.08333333333333333,0.0
00-0027691,A.Roberts,BUF,2020,1.4571180555555556,10.199826388888889,0.0,0.47916666666666663,0.28750000000000003,0.0071874999999999994,0.05263157894736842,0.0
00-0027691,A.Roberts,LAC,2021,0.0,0.0,0.0,1.0338714783159229,5.841373852484964,0.0038770180436847107,0.0,0.0
00-0027696,J.Graham,GB,2019,4.278338945005611,45.17310647770626,0.0005643289691864633,0.0,0.0,0.0,0.13513513513513514,0.0
00-0027696,J.Graham,CHI,2020,3.5990665462210174,22.587880098686917,0.41872057196343265,0.0,0.0,0.0,0.07407407407407407,0.0
00-0027696,J.Graham,CHI,2021,1.6524611191277858,8.379032178598152,0.2668036181925071,0.0,0.0,0.0,0.043478260869565216,0.0
00-0027696,J.Graham,NO,2023,1.3966422849181468,9.078174851967955,0.8729014280738417,0.0,0.0,0.0,0.07142857142857142,0.0
00-0027793,A.Brown,NE,2019,8.0,56.0,1.0,1.0,5.0,0.0,0.2857142857142857,0.02857142857142857
00-0027793,A.Brown,TB,2020,6.8378522062732605,54.07110417889099,0.7855389736968685,0.32950191570881227,2.8414391762452107,0.007355872844827586,0.20689655172413793,0.0
00-0027793,A.Brown,TB,2021,12.772030651340994,104.31996229345366,0.7017599258978569,0.0,0.0,0.0,0.10204081632653061,0.0
00-0027857,T.Williams,SF,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
00-0027874,D.Thomas,NYJ,2019,4.455738705738706,28.149960856682863,0.0,0.0,0.0,0.0,0.11428571428571428,0.0
00-0027891,G.Tate,NYG,2019,6.384713626092936,55.690220860816225,0.507317120029644,0.0,0.0,0.0,0.1702127659574468,0.0
00-0027891,G.Tate,NYG,2020,4.6885294385294385,63.02352493249304,0.08546798455652621,0.0,0.0,0.0,0.09375,0.0
00-0027902,D.Bryant,BAL,2020,1.6265174036913168,4.567803042033115,0.47440090940996743,0.0,0.0,0.0,0.02857142857142857,0.0
00-0027925,J.Develin,NE,2019,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.05714285714285714
00-0027939,C.Newton,CAR,2019,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,0.10526315789473684
00-0027939,C.Newton,NE,2020,0.0,0.0,0.0,6.809474050853362,32.60851151409823,0.92421151674362,0.03333333333333333,0.3793103448275862
00-0027939,C.Newton,CAR,2021,0.0,0.0,0.0,9.60703408979271,61.14476905065986,0.6104469577889118,0.0,0.038461538461538464
00-0027942,A.Green,CIN,2020,5.925326135852452,54.03975907216697,0.11609641982449001,0.0,0.0,0.0,0.3,0.0
00-0027942,A.Green,ARI,2021,6.003696003696004,41.475635885924376,0.0006412639164104008,0.0,0.0,0.0,0.08823529411764706,0.0
00-0027942,A.Green,ARI,2022,2.008362369337979,10.26843050402961,0.01569033101045296,0.0,0.0,0.0,0.18518518518518517,0.0
00-0027944,J.Jones,ATL,2019,14.058734769162374,131.23213231141045,0.35234898165985346,0.0,0.0,0.0,0.2708333333333333,0.0
00-0027944,J.Jones,ATL,2020,6.513725490196078,96.1875074161609,0.27334383753501396,0.0,0.0,0.0,0.2702702702702703,0.0
00-0027944,J.Jones,TEN,2021,3.6120370370370365,21.371062363361624,0.20066872427983534,0.0,0.0,0.0,0.2916666666666667,0.0
00-0027944,J.Jones,TB,2022,3.856325863678805,17.68738001928202,0.0158169615502451,0.32888888888888895,2.9368107638888894,0.004567187500000001,0.18032786885245902,0.0
00-0027944,J.Jones,PHI,2023,3.2637485970819307,21.21436588103255,0.828686167227834,0.0,0.0,0.0,0.09375,0.0
00-0027948,B.Gabbert,TB,2020,0.0,0.0,0.0,3.1381381381381384,-0.2615115115115116,0.0,0.0,0.07692307692307693
00-0027948,B.Gabbert,TB,2021,0.0,0.0,0.0,0.7325102880658436,1.6786694101508919,0.013734567901234567,0.0,0.05
00-0027948,B.Gabbert,TB,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027948,B.Gabbert,KC,2023,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.17857142857142858
00-0027966,M.Ingram,BAL,2019,2.4000878348704435,28.896345591723108,0.9945422561638806,12.32756981580511,73.0455853819909,0.27508460223922937,0.03773584905660377,0.20689655172413793
00-0027966,M.Ingram,BAL,2020,1.0326797385620914,4.835980051742919,0.014360702614379084,4.37014287014287,14.226358564322185,0.010432198691747304,0.0,0.16666666666666666
00-0027966,M.Ingram,NO,2021,3.9780307136404693,12.314760488752581,0.0004661754742547425,12.308293856680953,29.689931739870186,0.05506331560679808,0.0,0.17391304347826086
00-0027966,M.Ingram,NO,2022,1.5533011272141706,2.9215409873188403,0.0024270330112721415,3.0707070707070705,9.155744949494949,0.027828282828282824,0.17857142857142858,0.28
00-0027973,A.Dalton,CIN,2019,0.0,0.0,0.0,1.5573476702508957,4.5495641054360805,0.04315404310875895,0.0,0.20512820512820512
00-0027973,A.Dalton,DAL,2020,0.0,0.0,0.0,2.501711229946524,6.906742605280748,0.00014658464237967913,0.0,0.25925925925925924
00-0027973,A.Dalton,CHI,2021,0.0,0.0,0.0,3.6158649070526465,14.474759206045128,0.010169620051085569,0.0,0.04
00-0027973,A.Dalton,NO,2022,0.0,0.0,0.0,1.6992889463477698,-0.7611793515483115,0.0001244596396250808,0.0,0.03125
00-0027973,A.Dalton,CAR,2023,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.043478260869565216
00-0027973,A.Dalton,CAR,2024,0.0,0.0,0.0,2.248638838475499,10.849682395644283,0.00421619782214156,0.0,0.08695652173913043
00-0027981,K.Rudolph,MIN,2019,3.9428016726403823,23.547278122078026,0.3305286725850454,0.0,0.0,0.0,0.10344827586206896,0.0
00-0027981,K.Rudolph,MIN,2020,5.14358388704319,48.63030854454337,0.00334868742646041,0.0,0.0,0.0,0.05,0.0
00-0027981,K.Rudolph,NYG,2021,1.3989762119843414,5.3646946558712525,0.0018215836093546111,0.0,0.0,0.0,0.2,0.0
00-0027981,K.Rudolph,TB,2022,1.0055555555555555,3.5194444444444444,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
00-0027985,L.Kendricks,LAC,2019,2.2396135265700483,10.544847020933979,0.0,0.0,0.0,0.0,0.03225806451612903,0.0
00-0028002,R.Cobb,DAL,2019,4.463768115942029,34.8803420799366,0.014431895380434783,0.0,0.0,0.0,0.1875,0.0
00-0028002,R.Cobb,HOU,2020,5.754652435686919,45.54417764920863,0.10115599984605912,0.0,0.0,0.0,0.05405405405405406,0.0
00-0028002,R.Cobb,GB,2021,3.574244751664106,46.460527807112975,0.4067564990826079,0.0,0.0,0.0,0.037037037037037035,0.0
00-0028002,R.Cobb,GB,2022,2.7846539425486787,19.805655928220446,0.021755108926161552,0.0,0.0,0.0,0.07692307692307693,0.0
00-0028002,R.Cobb,NYJ,2023,2.361038961038961,9.222808441558442,0.5902597402597403,0.0,0.0,0.0,0.05555555555555555,0.0
00-0028042,L.Stocker,ATL,2019,1.0189449071669627,2.8856838191251875,0.0,0.0,0.0,0.0,0.020833333333333332,0.0
00-0028042,L.Stocker,ATL,2020,1.5637254901960784,11.068244485294118,0.0,0.0,0.0,0.0,0.024390243902439025,0.0
00-0028042,L.Stocker,MIN,2021,1.0,7.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0
00-0028063,T.Jones,HOU,2019,1.0153125,21.829218750000003,0.0,5.22,22.562,0.0783,0.02,0.0
00-0028063,T.Jones,BUF,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0
00-0028064,B.Powell,NYJ,2019,2.4518518518518517,7.669619261188272,0.002969039351851852,7.742647058823529,26.38351101645428,0.0,0.0,0.25925925925925924
00-0028074,A.Sherman,KC,2019,0.6619953286619954,4.799466132799466,0.006619953286619954,1.3998864765148287,2.309812686249467,0.005249574286930608,0.03125,0.0
00-0028074,A.Sherman,KC,2020,0.6396461023433763,1.9988940698230508,0.16630798660927784,0.6098460889732238,1.5855998313303818,0.009147691334598357,0.0,0.058823529411764705
00-0028087,D.Lewis,TEN,2019,0.9940740740740741,8.127003527982735,0.07207037037037037,7.613247863247863,36.12617665985484,0.004014798677884616,0.03125,0.0
00-0028087,D.Lewis,NYG,2020,0.6736111111111115,4.857362139666525,0.01945402922453705,1.3811079987550576,13.500403744487524,0.0871976157270634,0.04,0.03571428571428571
00-0028097,L.Smith,BUF,2019,1.0081077740699542,6.804727474972191,0.12601347175874428,0.0,0.0,0.0,0.023255813953488372,0.0
00-0028097,L.Smith,BUF,2020,1.045104314841157,0.5225521574205785,0.13063803935514462,0.0,0.0,0.0,0.05263157894736842,0.0
00-0028097,L.Smith,ATL,2021,1.9114909781576448,16.884836973725864,0.0398227287116176,0.0,0.0,0.0,0.03333333333333333,0.0
00-0028112,C.Clay,ARI,2019,1.7668831168831172,14.234567141842534,0.4417207792207793,0.0,0.0,0.0,0.037037037037037035,0.0
00-0028114,D.Harris,LV,2019,1.0,7.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0
00-0028118,T.Taylor,LAC,2019,0.29411764705882354,1.6544117647058825,0.008823529411764706,2.3757575757575755,5.315757575757575,0.017818181818181816,0.0,0.125
00-0028118,T.Taylor,LAC,2020,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.15384615384615385
00-0028118,T.Taylor,HOU,2021,0.0,0.0,0.0,3.6257309941520472,40.562865497076025,0.5287524366471735,0.0,0.15789473684210525
00-0028118,T.Taylor,NYG,2022,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.08333333333333333
00-0028118,T.Taylor,NYG,2023,0.0,0.0,0.0,2.5965811965811967,18.511460113960116,0.010041466346153846,0.0,0.26666666666666666
00-0028118,T.Taylor,NYJ,2024,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.09523809523809523
00-0028128,C.Jones,CAR,2019,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.030303030303030304
00-0028142,V.Green,LAC,2019,1.0252560252560252,6.713224266935204,0.2563140063140063,0.0,0.0,0.0,0.022727272727272728,0.0
00-0028142,V.Green,LAC,2020,1.466036079182631,12.094797653256705,0.0,0.0,0.0,0.0,0.047619047619047616,0.0
00-0028149,B.Miller,JAX,2020,1.0,2.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0
00-0028237,C.Hogan,CAR,2019,2.2629592629592628,11.456231268731267,0.0,0.0,0.0,0.0,0.08163265306122448,0.0
00-0028237,C.Hogan,NYJ,2020,6.188282647584973,16.14755003354204,0.0,0.0,0.0,0.0,0.0967741935483871,0.0
00-0028237,C.Hogan,NO,2021,2.0083638583638583,11.380728530728529,0.2510454822954823,0.0,0.0,0.0,0.03571428571428571,0.0
00-0028292,N.Bellore,SEA,2019,1.0,20.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0
00-0028292,N.Bellore,SEA,2020,1.0,9.0,0.0,1.0,5.0,0.0,0.027777777777777776,0.03571428571428571
00-0028292,N.Bellore,SEA,2021,1.0,4.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0
00-0028292,N.Bellore,SEA,2022,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.027777777777777776
00-0028411,D.Inman,IND,2019,3.9398989898989902,35.51185741341992,0.0,0.0,0.0,0.0,0.125,0.0
00-0028411,D.Inman,WAS,2020,3.4141414141414144,18.294107744107745,0.07112794612794612,0.0,0.0,0.0,0.041666666666666664,0.0
00-0028581,P.DiMarco,BUF,2019,1.0399090157154673,2.5185296474358974,0.0,0.43333333333333335,1.5329166666666667,0.00853125,0.023255813953488372,0.0
00-0028664,C.Jones,DAL,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857
